start_time,end_time,original_text,cleaned_text
01:35:55.590,01:35:55.600,sugary secretion that the ants collect.,sugary secretion ant collect
01:35:55.600,01:35:57.990,sugary secretion that the ants collect.,sugary secretion ant collect
01:35:55.600,01:35:57.990,"In return, the ants mount a guard to",return ant mount guard
01:35:57.990,01:35:58.000,"In return, the ants mount a guard to",return ant mount guard
01:35:58.000,01:35:59.990,"In return, the ants mount a guard to",return ant mount guard
01:35:58.000,01:35:59.990,protect the caterpillar wherever it,protect caterpillar wherever
01:35:59.990,01:36:00.000,protect the caterpillar wherever it,protect caterpillar wherever
01:36:00.000,01:36:06.390,protect the caterpillar wherever it,protect caterpillar wherever
01:36:00.000,01:36:06.390,goes.,go
01:36:06.400,01:36:09.110,But a successful colony inevitably,successful colony inevitably
01:36:09.110,01:36:09.120,But a successful colony inevitably,successful colony inevitably
01:36:09.120,01:36:16.470,But a successful colony inevitably,successful colony inevitably
01:36:09.120,01:36:16.470,attracts enemies.,attracts enemy
01:36:16.480,01:36:20.310,This jumping spider's body shape,jumping spider body shape
01:36:20.310,01:36:20.320,This jumping spider's body shape,jumping spider body shape
01:36:20.320,01:36:25.430,This jumping spider's body shape,jumping spider body shape
01:36:20.320,01:36:25.430,resembles that of an ant.,resembles ant
01:36:25.440,01:36:27.910,A disguise good enough to fool these,disguise good enough fool
01:36:27.910,01:36:27.920,A disguise good enough to fool these,disguise good enough fool
01:36:27.920,01:36:35.350,A disguise good enough to fool these,disguise good enough fool
01:36:27.920,01:36:35.350,nursery guards.,nursery guard
01:36:35.360,01:36:37.510,It's after one of the colony's most,one colony
01:36:37.510,01:36:37.520,It's after one of the colony's most,one colony
01:36:37.520,01:36:39.590,It's after one of the colony's most,one colony
01:36:37.520,01:36:39.590,"valuable assets,",valuable asset
01:36:39.590,01:36:39.600,"valuable assets,",valuable asset
01:36:39.600,01:36:42.870,"valuable assets,",valuable asset
01:36:39.600,01:36:42.870,the grubs.,grub
01:36:42.880,01:36:45.910,"In a colony numbering tens of thousands,",colony numbering ten thousand
01:36:45.910,01:36:45.920,"In a colony numbering tens of thousands,",colony numbering ten thousand
01:36:45.920,01:36:52.390,"In a colony numbering tens of thousands,",colony numbering ten thousand
01:36:45.920,01:36:52.390,a single grub is an insignificant loss.,single grub insignificant loss
01:36:52.400,01:36:54.950,But the rich territory of a successful,rich territory successful
01:36:54.950,01:36:54.960,But the rich territory of a successful,rich territory successful
01:36:54.960,01:37:07.109,But the rich territory of a successful,rich territory successful
01:36:54.960,01:37:07.109,colony draws more destructive enemies.,colony draw destructive enemy
01:37:07.119,01:37:09.750,Raiders from a neighboring weaver ant,raider neighboring weaver ant
01:37:09.750,01:37:09.760,Raiders from a neighboring weaver ant,raider neighboring weaver ant
01:37:09.760,01:37:12.070,Raiders from a neighboring weaver ant,raider neighboring weaver ant
01:37:09.760,01:37:12.070,colony looking to expand their own,colony looking expand
01:37:12.070,01:37:12.080,colony looking to expand their own,colony looking expand
01:37:12.080,01:37:24.310,colony looking to expand their own,colony looking expand
01:37:12.080,01:37:24.310,empire.,empire
01:37:24.320,01:37:30.550,Invaders are quickly spotted.,invader quickly spotted
01:37:30.560,01:37:33.189,The guard releases pherommones to alert,guard release pherommones alert
01:37:33.189,01:37:33.199,The guard releases pherommones to alert,guard release pherommones alert
01:37:33.199,01:37:36.950,The guard releases pherommones to alert,guard release pherommones alert
01:37:33.199,01:37:36.950,the rest of the colony.,rest colony
01:37:36.960,01:37:39.350,They stream out of the nest to defend,stream nest defend
01:37:39.350,01:37:39.360,They stream out of the nest to defend,stream nest defend
01:37:39.360,01:37:54.752,They stream out of the nest to defend,stream nest defend
01:37:39.360,01:37:54.752,their home.,home
01:37:54.762,01:37:56.870,&gt;&gt; [music],gtgt music
01:37:56.880,01:37:59.990,"&gt;&gt; If the home defenses fail,",gtgt home defense fail
01:37:59.990,01:38:00.000,"&gt;&gt; If the home defenses fail,",gtgt home defense fail
01:38:00.000,01:38:05.887,"&gt;&gt; If the home defenses fail,",gtgt home defense fail
01:38:00.000,01:38:05.887,the colony will be wiped out.,colony wiped
01:38:05.897,01:38:06.470,[music],music
01:38:06.470,01:38:06.480,[music],music
01:38:06.480,01:38:08.629,[music],music
01:38:06.480,01:38:08.629,Some of the defenders deploy their most,defender deploy
01:38:08.629,01:38:08.639,Some of the defenders deploy their most,defender deploy
01:38:08.639,01:38:18.950,Some of the defenders deploy their most,defender deploy
01:38:08.639,01:38:18.950,potent weapon. They squirt formic acid.,potent weapon squirt formic acid
01:38:18.960,01:38:21.430,The stinging liquid halts the invaders,stinging liquid halt invader
01:38:21.430,01:38:21.440,The stinging liquid halts the invaders,stinging liquid halt invader
01:38:21.440,01:38:27.189,The stinging liquid halts the invaders,stinging liquid halt invader
01:38:21.440,01:38:27.189,in their tracks.,track
01:38:27.199,01:38:29.510,And now the home guard can go on the,home guard
01:38:29.510,01:38:29.520,And now the home guard can go on the,home guard
01:38:29.520,01:38:59.109,And now the home guard can go on the,home guard
01:38:29.520,01:38:59.109,offensive.,offensive
01:38:59.119,01:39:02.070,Home and territory are secure once,home territory secure
01:39:02.070,01:39:02.080,Home and territory are secure once,home territory secure
01:39:02.080,01:39:03.910,Home and territory are secure once,home territory secure
01:39:02.080,01:39:03.910,again.,
01:39:03.910,01:39:03.920,again.,
01:39:03.920,01:39:06.550,again.,
01:39:03.920,01:39:06.550,A colony may lose many workers in,colony may lose many worker
01:39:06.550,01:39:06.560,A colony may lose many workers in,colony may lose many worker
01:39:06.560,01:39:09.510,A colony may lose many workers in,colony may lose many worker
01:39:06.560,01:39:09.510,"defense of its home,",defense home
01:39:09.510,01:39:09.520,"defense of its home,",defense home
01:39:09.520,01:39:12.629,"defense of its home,",defense home
01:39:09.520,01:39:12.629,but their sacrifice helps safeguard the,sacrifice help safeguard
01:39:12.629,01:39:12.639,but their sacrifice helps safeguard the,sacrifice help safeguard
01:39:12.639,01:39:17.270,but their sacrifice helps safeguard the,sacrifice help safeguard
01:39:12.639,01:39:17.270,next generation.,next generation
01:39:17.280,01:39:19.830,"It's now midsummer, and the sun is",midsummer sun
01:39:19.830,01:39:19.840,"It's now midsummer, and the sun is",midsummer sun
01:39:19.840,01:39:25.350,"It's now midsummer, and the sun is",midsummer sun
01:39:19.840,01:39:25.350,shining at full strength.,shining full strength
01:39:25.360,01:39:28.070,The increasing warmth is the cue for an,increasing warmth cue
01:39:28.070,01:39:28.080,The increasing warmth is the cue for an,increasing warmth cue
01:39:28.080,01:39:30.390,The increasing warmth is the cue for an,increasing warmth cue
01:39:28.080,01:39:30.390,Atlantic lobster to start on a long,atlantic lobster start long
01:39:30.390,01:39:30.400,Atlantic lobster to start on a long,atlantic lobster start long
01:39:30.400,01:39:34.629,Atlantic lobster to start on a long,atlantic lobster start long
01:39:30.400,01:39:34.629,journey. She spent the winter 250 m down,journey spent winter
01:39:34.629,01:39:34.639,journey. She spent the winter 250 m down,journey spent winter
01:39:34.639,01:39:38.390,journey. She spent the winter 250 m down,journey spent winter
01:39:34.639,01:39:38.390,"far beyond the reach of the storms,",far beyond reach storm
01:39:38.390,01:39:38.400,"far beyond the reach of the storms,",far beyond reach storm
01:39:38.400,01:39:41.270,"far beyond the reach of the storms,",far beyond reach storm
01:39:38.400,01:39:41.270,but it was cold down there and now she,cold
01:39:41.270,01:39:41.280,but it was cold down there and now she,cold
01:39:41.280,01:39:43.990,but it was cold down there and now she,cold
01:39:41.280,01:39:43.990,needs to find warmer water. So she's,need find warmer water shes
01:39:43.990,01:39:44.000,needs to find warmer water. So she's,need find warmer water shes
01:39:44.000,01:39:47.830,needs to find warmer water. So she's,need find warmer water shes
01:39:44.000,01:39:47.830,marching towards the shallows.,marching towards shallow
01:39:47.830,01:39:47.840,marching towards the shallows.,marching towards shallow
01:39:47.840,01:39:57.350,marching towards the shallows.,marching towards shallow
01:39:47.840,01:39:57.350,They however are 150 kilome away.,however kilome away
01:39:57.360,01:40:00.390,"After a month of walking, she finally",month walking finally
01:40:00.390,01:40:00.400,"After a month of walking, she finally",month walking finally
01:40:00.400,01:40:04.470,"After a month of walking, she finally",month walking finally
01:40:00.400,01:40:04.470,arrives at her favorite sandbank.,arrives favorite sandbank
01:40:04.470,01:40:04.480,arrives at her favorite sandbank.,arrives favorite sandbank
01:40:04.480,01:40:07.350,arrives at her favorite sandbank.,arrives favorite sandbank
01:40:04.480,01:40:07.350,But she's not the first here. Dozens of,shes first dozen
01:40:07.350,01:40:07.360,But she's not the first here. Dozens of,shes first dozen
01:40:07.360,01:40:08.870,But she's not the first here. Dozens of,shes first dozen
01:40:07.360,01:40:08.870,other lobsters have already dug,lobster already dug
01:40:08.870,01:40:08.880,other lobsters have already dug,lobster already dug
01:40:08.880,01:40:11.270,other lobsters have already dug,lobster already dug
01:40:08.880,01:40:11.270,"themselves homes in the sand, and they",home sand
01:40:11.270,01:40:11.280,"themselves homes in the sand, and they",home sand
01:40:11.280,01:40:12.790,"themselves homes in the sand, and they",home sand
01:40:11.280,01:40:12.790,don't intend to surrender [music] them,dont intend surrender music
01:40:12.790,01:40:12.800,don't intend to surrender [music] them,dont intend surrender music
01:40:12.800,01:40:27.369,don't intend to surrender [music] them,dont intend surrender music
01:40:12.800,01:40:27.369,to newcomers.,newcomer
01:40:27.379,01:40:47.430,&gt;&gt; [music],gtgt music
01:40:47.440,01:40:49.750,&gt;&gt; size counts for everything in these,gtgt size count everything
01:40:49.750,01:40:49.760,&gt;&gt; size counts for everything in these,gtgt size count everything
01:40:49.760,01:40:52.629,&gt;&gt; size counts for everything in these,gtgt size count everything
01:40:49.760,01:40:52.629,battles. The new arrival is in urgent,battle new arrival urgent
01:40:52.629,01:40:52.639,battles. The new arrival is in urgent,battle new arrival urgent
01:40:52.639,01:40:55.189,battles. The new arrival is in urgent,battle new arrival urgent
01:40:52.639,01:40:55.189,need of a pit. And since she weighs a,need pit since weighs
01:40:55.189,01:40:55.199,need of a pit. And since she weighs a,need pit since weighs
01:40:55.199,01:40:57.910,need of a pit. And since she weighs a,need pit since weighs
01:40:55.199,01:40:57.910,"hefty 7 kilos, [music] she stands a good",hefty kilo music stand good
01:40:57.910,01:40:57.920,"hefty 7 kilos, [music] she stands a good",hefty kilo music stand good
01:40:57.920,01:41:13.590,"hefty 7 kilos, [music] she stands a good",hefty kilo music stand good
01:40:57.920,01:41:13.590,chance of getting one.,chance getting one
01:41:13.600,01:41:19.510,She's won.,shes
01:41:19.520,01:41:21.830,These battles continue for the next two,battle continue next two
01:41:21.830,01:41:21.840,These battles continue for the next two,battle continue next two
01:41:21.840,01:41:24.149,These battles continue for the next two,battle continue next two
01:41:21.840,01:41:24.149,"months, and they're crucial for the",month theyre crucial
01:41:24.149,01:41:24.159,"months, and they're crucial for the",month theyre crucial
01:41:24.159,01:41:26.790,"months, and they're crucial for the",month theyre crucial
01:41:24.159,01:41:26.790,females must have both shelter and warm,female must shelter warm
01:41:26.790,01:41:26.800,females must have both shelter and warm,female must shelter warm
01:41:26.800,01:41:28.470,females must have both shelter and warm,female must shelter warm
01:41:26.800,01:41:28.470,water if they [music] are to raise their,water music raise
01:41:28.470,01:41:28.480,water if they [music] are to raise their,water music raise
01:41:28.480,01:41:30.070,water if they [music] are to raise their,water music raise
01:41:28.480,01:41:30.070,young.,young
01:41:30.070,01:41:30.080,young.,young
01:41:30.080,01:41:32.790,young.,young
01:41:30.080,01:41:32.790,"For the last 7 months, each of these",last month
01:41:32.790,01:41:32.800,"For the last 7 months, each of these",last month
01:41:32.800,01:41:35.109,"For the last 7 months, each of these",last month
01:41:32.800,01:41:35.109,females has been carrying around about,female carrying around
01:41:35.109,01:41:35.119,females has been carrying around about,female carrying around
01:41:35.119,01:41:36.070,females has been carrying around about,female carrying around
01:41:35.119,01:41:36.070,"20,000 [music]",music
01:41:36.070,01:41:36.080,"20,000 [music]",music
01:41:36.080,01:41:38.870,"20,000 [music]",music
01:41:36.080,01:41:38.870,"fertilized eggs, but their task is",fertilized egg task
01:41:38.870,01:41:38.880,"fertilized eggs, but their task is",fertilized egg task
01:41:38.880,01:41:41.270,"fertilized eggs, but their task is",fertilized egg task
01:41:38.880,01:41:41.270,approaching its end. The warmth of the,approaching end warmth
01:41:41.270,01:41:41.280,approaching its end. The warmth of the,approaching end warmth
01:41:41.280,01:41:42.870,approaching its end. The warmth of the,approaching end warmth
01:41:41.280,01:41:42.870,shallows is speeding the egg's,shallow speeding egg
01:41:42.870,01:41:42.880,shallows is speeding the egg's,shallow speeding egg
01:41:42.880,01:41:47.030,shallows is speeding the egg's,shallow speeding egg
01:41:42.880,01:41:47.030,development.,development
01:41:47.040,01:41:49.590,Two more months and the eggs are ready,two month egg ready
01:41:49.590,01:41:49.600,Two more months and the eggs are ready,two month egg ready
01:41:49.600,01:41:56.450,Two more months and the eggs are ready,two month egg ready
01:41:49.600,01:41:56.450,to hatch.,hatch
01:41:56.460,01:42:08.950,[music],music
01:42:08.960,01:42:11.030,"At first, they're not very good at",first theyre good
01:42:11.030,01:42:11.040,"At first, they're not very good at",first theyre good
01:42:11.040,01:42:13.750,"At first, they're not very good at",first theyre good
01:42:11.040,01:42:13.750,"swimming,",swimming
01:42:13.750,01:42:13.760,"swimming,",swimming
01:42:13.760,01:42:16.149,"swimming,",swimming
01:42:13.760,01:42:16.149,"but within a few minutes, the babies are",within minute baby
01:42:16.149,01:42:16.159,"but within a few minutes, the babies are",within minute baby
01:42:16.159,01:42:23.910,"but within a few minutes, the babies are",within minute baby
01:42:16.159,01:42:23.910,able to set off in a purposeful way.,able set purposeful way
01:42:23.920,01:42:26.149,This is one of them. From the purposeful,one purposeful
01:42:26.149,01:42:26.159,This is one of them. From the purposeful,one purposeful
01:42:26.159,01:42:27.590,This is one of them. From the purposeful,one purposeful
01:42:26.159,01:42:27.590,"way in which he's walking, it's clear",way he walking clear
01:42:27.590,01:42:27.600,"way in which he's walking, it's clear",way he walking clear
01:42:27.600,01:42:29.430,"way in which he's walking, it's clear",way he walking clear
01:42:27.600,01:42:29.430,that the search for prey has started.,search prey started
01:42:29.430,01:42:29.440,that the search for prey has started.,search prey started
01:42:29.440,01:42:30.950,that the search for prey has started.,search prey started
01:42:29.440,01:42:30.950,The other members of the team are not,member team
01:42:30.950,01:42:30.960,The other members of the team are not,member team
01:42:30.960,01:42:38.149,The other members of the team are not,member team
01:42:30.960,01:42:38.149,far away.,far away
01:42:38.159,01:42:39.590,They've been steadily following the,theyve steadily following
01:42:39.590,01:42:39.600,They've been steadily following the,theyve steadily following
01:42:39.600,01:42:41.750,They've been steadily following the,theyve steadily following
01:42:39.600,01:42:41.750,"monkeys for about 20 minutes, looking",monkey minute looking
01:42:41.750,01:42:41.760,"monkeys for about 20 minutes, looking",monkey minute looking
01:42:41.760,01:42:48.310,"monkeys for about 20 minutes, looking",monkey minute looking
01:42:41.760,01:42:48.310,for an opportunity.,opportunity
01:42:48.320,01:42:50.950,The technique they'll almost certainly,technique theyll almost certainly
01:42:50.950,01:42:50.960,The technique they'll almost certainly,technique theyll almost certainly
01:42:50.960,01:42:55.109,The technique they'll almost certainly,technique theyll almost certainly
01:42:50.960,01:42:55.109,use is that one of them will be driving,use one driving
01:42:55.109,01:42:55.119,use is that one of them will be driving,use one driving
01:42:55.119,01:42:57.109,use is that one of them will be driving,use one driving
01:42:55.119,01:42:57.109,the colibus ahead of him. Then there,colibus ahead
01:42:57.109,01:42:57.119,the colibus ahead of him. Then there,colibus ahead
01:42:57.119,01:42:59.109,the colibus ahead of him. Then there,colibus ahead
01:42:57.119,01:42:59.109,will be others that go up on either side,others either side
01:42:59.109,01:42:59.119,will be others that go up on either side,others either side
01:42:59.119,01:43:01.189,will be others that go up on either side,others either side
01:42:59.119,01:43:01.189,who are the blockers who won't make any,blocker wont make
01:43:01.189,01:43:01.199,who are the blockers who won't make any,blocker wont make
01:43:01.199,01:43:03.350,who are the blockers who won't make any,blocker wont make
01:43:01.199,01:43:03.350,attempt to catch the monkeys. And then,attempt catch monkey
01:43:03.350,01:43:03.360,attempt to catch the monkeys. And then,attempt catch monkey
01:43:03.360,01:43:05.990,attempt to catch the monkeys. And then,attempt catch monkey
01:43:03.360,01:43:05.990,there are chasers who go and grab at the,chaser grab
01:43:05.990,01:43:06.000,there are chasers who go and grab at the,chaser grab
01:43:06.000,01:43:07.830,there are chasers who go and grab at the,chaser grab
01:43:06.000,01:43:07.830,"monkey if they can. And finally, there's",monkey finally there
01:43:07.830,01:43:07.840,"monkey if they can. And finally, there's",monkey finally there
01:43:07.840,01:43:11.830,"monkey if they can. And finally, there's",monkey finally there
01:43:07.840,01:43:11.830,one male who will go up ahead and ambush,one male ahead ambush
01:43:11.830,01:43:11.840,one male who will go up ahead and ambush,one male ahead ambush
01:43:11.840,01:43:14.790,one male who will go up ahead and ambush,one male ahead ambush
01:43:11.840,01:43:14.790,"it. So, uh, bringing the whole trap",bringing whole trap
01:43:14.790,01:43:14.800,"it. So, uh, bringing the whole trap",bringing whole trap
01:43:14.800,01:43:19.270,"it. So, uh, bringing the whole trap",bringing whole trap
01:43:14.800,01:43:19.270,close.,close
01:43:19.280,01:43:24.310,The monkeys are now getting alarmed.,monkey getting alarmed
01:43:24.320,01:43:25.910,A driver is going up to prevent the,driver going prevent
01:43:25.910,01:43:25.920,A driver is going up to prevent the,driver going prevent
01:43:25.920,01:43:27.430,A driver is going up to prevent the,driver going prevent
01:43:25.920,01:43:27.430,group from settling and to drive them,group settling drive
01:43:27.430,01:43:27.440,group from settling and to drive them,group settling drive
01:43:27.440,01:43:29.189,group from settling and to drive them,group settling drive
01:43:27.440,01:43:29.189,towards an area where they're more,towards area theyre
01:43:29.189,01:43:29.199,towards an area where they're more,towards area theyre
01:43:29.199,01:43:50.709,towards an area where they're more,towards area theyre
01:43:29.199,01:43:50.709,easily trapped.,easily trapped
01:43:50.719,01:43:53.030,That's That's one of the blockers that's,thats thats one blocker thats
01:43:53.030,01:43:53.040,That's That's one of the blockers that's,thats thats one blocker thats
01:43:53.040,01:43:55.590,That's That's one of the blockers that's,thats thats one blocker thats
01:43:53.040,01:43:55.590,now quietly come ahead of the colibus.,quietly come ahead colibus
01:43:55.590,01:43:55.600,now quietly come ahead of the colibus.,quietly come ahead colibus
01:43:55.600,01:43:58.390,now quietly come ahead of the colibus.,quietly come ahead colibus
01:43:55.600,01:43:58.390,He's halfway up the tree now.,he halfway tree
01:43:58.390,01:43:58.400,He's halfway up the tree now.,he halfway tree
01:43:58.400,01:43:59.830,He's halfway up the tree now.,he halfway tree
01:43:58.400,01:43:59.830,He's deliberately making himself,he deliberately making
01:43:59.830,01:43:59.840,He's deliberately making himself,he deliberately making
01:43:59.840,01:44:06.950,He's deliberately making himself,he deliberately making
01:43:59.840,01:44:06.950,conspicuous.,conspicuous
01:44:06.960,01:44:08.229,Now it looks as though they're all in,look though theyre
01:44:08.229,01:44:08.239,Now it looks as though they're all in,look though theyre
01:44:08.239,01:44:10.229,Now it looks as though they're all in,look though theyre
01:44:08.239,01:44:10.229,position. The driver's gone up. The,position driver gone
01:44:10.229,01:44:10.239,position. The driver's gone up. The,position driver gone
01:44:10.239,01:44:12.390,position. The driver's gone up. The,position driver gone
01:44:10.239,01:44:12.390,blockers have gone up. And now the one,blocker gone one
01:44:12.390,01:44:12.400,blockers have gone up. And now the one,blocker gone one
01:44:12.400,01:44:14.550,blockers have gone up. And now the one,blocker gone one
01:44:12.400,01:44:14.550,who's going to make the ambush and close,who going make ambush close
01:44:14.550,01:44:14.560,who's going to make the ambush and close,who going make ambush close
01:44:14.560,01:44:17.270,who's going to make the ambush and close,who going make ambush close
01:44:14.560,01:44:17.270,"the ring, he's gone up too. Calibus will",ring he gone calibus
01:44:17.270,01:44:17.280,"the ring, he's gone up too. Calibus will",ring he gone calibus
01:44:17.280,01:44:31.032,"the ring, he's gone up too. Calibus will",ring he gone calibus
01:44:17.280,01:44:31.032,be very lucky if they escape now.,lucky escape
01:44:31.042,01:44:32.950,[screaming],screaming
01:44:32.950,01:44:32.960,[screaming],screaming
01:44:32.960,01:44:41.512,[screaming],screaming
01:44:32.960,01:44:41.512,&gt;&gt; They got one.,gtgt got one
01:44:41.522,01:44:43.750,&gt;&gt; [screaming],gtgt screaming
01:44:43.760,01:44:46.752,&gt;&gt; The hunters are tearing it apart.,gtgt hunter tearing apart
01:44:46.752,01:44:46.762,&gt;&gt; The hunters are tearing it apart.,gtgt hunter tearing apart
01:44:46.762,01:44:47.510,&gt;&gt; The hunters are tearing it apart.,gtgt hunter tearing apart
01:44:46.762,01:44:47.510,[screaming],screaming
01:44:47.510,01:44:47.520,[screaming],screaming
01:44:47.520,01:44:49.350,[screaming],screaming
01:44:47.520,01:44:49.350,"Everyone, the hunters in the trees and",everyone hunter tree
01:44:49.350,01:44:49.360,"Everyone, the hunters in the trees and",everyone hunter tree
01:44:49.360,01:44:51.030,"Everyone, the hunters in the trees and",everyone hunter tree
01:44:49.360,01:44:51.030,the spectators on the ground are,spectator ground
01:44:51.030,01:44:51.040,the spectators on the ground are,spectator ground
01:44:51.040,01:44:56.577,the spectators on the ground are,spectator ground
01:44:51.040,01:44:56.577,screaming with excitement.,screaming excitement
01:44:56.587,01:45:03.127,[screaming],screaming
01:45:03.137,01:45:11.270,&gt;&gt; [screaming],gtgt screaming
01:45:11.280,01:45:14.390,&gt;&gt; And now the kill is bought down so that,gtgt kill bought
01:45:14.390,01:45:14.400,&gt;&gt; And now the kill is bought down so that,gtgt kill bought
01:45:14.400,01:45:34.950,&gt;&gt; And now the kill is bought down so that,gtgt kill bought
01:45:14.400,01:45:34.950,the females and others can share it.,female others share
01:45:34.960,01:45:36.950,And there's the reward for that long,there reward long
01:45:36.950,01:45:36.960,And there's the reward for that long,there reward long
01:45:36.960,01:45:40.390,And there's the reward for that long,there reward long
01:45:36.960,01:45:40.390,chase. The divided body of a colibus,chase divided body colibus
01:45:40.390,01:45:40.400,chase. The divided body of a colibus,chase divided body colibus
01:45:40.400,01:45:42.229,chase. The divided body of a colibus,chase divided body colibus
01:45:40.400,01:45:42.229,monkey.,monkey
01:45:42.229,01:45:42.239,monkey.,monkey
01:45:42.239,01:45:44.070,monkey.,monkey
01:45:42.239,01:45:44.070,These,
01:45:44.070,01:45:44.080,These,
01:45:44.080,01:45:46.390,These,
01:45:44.080,01:45:46.390,bloodstained faces,bloodstained face
01:45:46.390,01:45:46.400,bloodstained faces,bloodstained face
01:45:46.400,01:45:49.830,bloodstained faces,bloodstained face
01:45:46.400,01:45:49.830,"may well horrify us, but we might also",may well horrify might also
01:45:49.830,01:45:49.840,"may well horrify us, but we might also",may well horrify might also
01:45:49.840,01:45:53.990,"may well horrify us, but we might also",may well horrify might also
01:45:49.840,01:45:53.990,see in them the face of our longdistant,see face longdistant
01:45:53.990,01:45:54.000,see in them the face of our longdistant,see face longdistant
01:45:54.000,01:45:56.550,see in them the face of our longdistant,see face longdistant
01:45:54.000,01:45:56.550,hunting ancestors.,hunting ancestor
01:45:56.550,01:45:56.560,hunting ancestors.,hunting ancestor
01:45:56.560,01:46:00.149,hunting ancestors.,hunting ancestor
01:45:56.560,01:46:00.149,And if we are appalled,appalled
01:46:00.149,01:46:00.159,And if we are appalled,appalled
01:46:00.159,01:46:03.669,And if we are appalled,appalled
01:46:00.159,01:46:03.669,"by that mob violence and blood lust, we",mob violence blood lust
01:46:03.669,01:46:03.679,"by that mob violence and blood lust, we",mob violence blood lust
01:46:03.679,01:46:06.470,"by that mob violence and blood lust, we",mob violence blood lust
01:46:03.679,01:46:06.470,might also see in that too perhaps the,might also see perhaps
01:46:06.470,01:46:06.480,might also see in that too perhaps the,might also see perhaps
01:46:06.480,01:46:09.590,might also see in that too perhaps the,might also see perhaps
01:46:06.480,01:46:09.590,origins of the teamwork,origin teamwork
01:46:09.590,01:46:09.600,origins of the teamwork,origin teamwork
01:46:09.600,01:46:12.470,origins of the teamwork,origin teamwork
01:46:09.600,01:46:12.470,that have in the end brought human,end brought human
01:46:12.470,01:46:12.480,that have in the end brought human,end brought human
01:46:12.480,01:46:16.870,that have in the end brought human,end brought human
01:46:12.480,01:46:16.870,beings many of their greatest triumphs.,being many greatest triumph
01:46:16.870,01:46:16.880,beings many of their greatest triumphs.,being many greatest triumph
01:46:16.880,01:46:18.709,beings many of their greatest triumphs.,being many greatest triumph
01:46:16.880,01:46:18.709,This is the South African dwarf,south african dwarf
01:46:18.709,01:46:18.719,This is the South African dwarf,south african dwarf
01:46:18.719,01:46:21.270,This is the South African dwarf,south african dwarf
01:46:18.719,01:46:21.270,"chameleon, a male in full courtship",chameleon male full courtship
01:46:21.270,01:46:21.280,"chameleon, a male in full courtship",chameleon male full courtship
01:46:21.280,01:46:26.950,"chameleon, a male in full courtship",chameleon male full courtship
01:46:21.280,01:46:26.950,costume.,costume
01:46:26.960,01:46:36.550,This somewhat less colorful is a female.,somewhat less colorful female
01:46:36.560,01:46:46.310,She is not welcoming his advances.,welcoming advance
01:46:46.320,01:47:11.350,"As her mood darkens, so does her skin.",mood darkens skin
01:47:11.360,01:47:21.750,She's driven him away. But why?,shes driven away
01:47:21.760,01:47:25.430,There is a reason,reason
01:47:25.430,01:47:25.440,There is a reason,reason
01:47:25.440,01:47:28.790,There is a reason,reason
01:47:25.440,01:47:28.790,"she's pregnant. Her home, the South",shes pregnant home south
01:47:28.790,01:47:28.800,"she's pregnant. Her home, the South",shes pregnant home south
01:47:28.800,01:47:31.669,"she's pregnant. Her home, the South",shes pregnant home south
01:47:28.800,01:47:31.669,"African Cape, can get quite cold.",african cape get quite cold
01:47:31.669,01:47:31.679,"African Cape, can get quite cold.",african cape get quite cold
01:47:31.679,01:47:33.830,"African Cape, can get quite cold.",african cape get quite cold
01:47:31.679,01:47:33.830,So instead of laying her eggs on the,instead laying egg
01:47:33.830,01:47:33.840,So instead of laying her eggs on the,instead laying egg
01:47:33.840,01:47:36.470,So instead of laying her eggs on the,instead laying egg
01:47:33.840,01:47:36.470,"ground as most chameleons do, she",ground chameleon
01:47:36.470,01:47:36.480,"ground as most chameleons do, she",ground chameleon
01:47:36.480,01:47:39.109,"ground as most chameleons do, she",ground chameleon
01:47:36.480,01:47:39.109,retains them within her body and warms,retains within body warms
01:47:39.109,01:47:39.119,retains them within her body and warms,retains within body warms
01:47:39.119,01:47:41.350,retains them within her body and warms,retains within body warms
01:47:39.119,01:47:41.350,them by seeking out the sunniest places,seeking sunniest place
01:47:41.350,01:47:41.360,them by seeking out the sunniest places,seeking sunniest place
01:47:41.360,01:47:43.990,them by seeking out the sunniest places,seeking sunniest place
01:47:41.360,01:47:43.990,and sunbathing.,sunbathing
01:47:43.990,01:47:44.000,and sunbathing.,sunbathing
01:47:44.000,01:47:56.390,and sunbathing.,sunbathing
01:47:44.000,01:47:56.390,Now they're ready to emerge alive.,theyre ready emerge alive
01:47:56.400,01:47:58.470,Producing babies in the branches might,producing baby branch might
01:47:58.470,01:47:58.480,Producing babies in the branches might,producing baby branch might
01:47:58.480,01:48:01.350,Producing babies in the branches might,producing baby branch might
01:47:58.480,01:48:01.350,seem to be a risky business. But the,seem risky business
01:48:01.350,01:48:01.360,seem to be a risky business. But the,seem risky business
01:48:01.360,01:48:03.750,seem to be a risky business. But the,seem risky business
01:48:01.360,01:48:03.750,membrane enclosing each one will stick,membrane enclosing one stick
01:48:03.750,01:48:03.760,membrane enclosing each one will stick,membrane enclosing one stick
01:48:03.760,01:48:08.494,membrane enclosing each one will stick,membrane enclosing one stick
01:48:03.760,01:48:08.494,to a twig if it hits one.,twig hit one
01:48:08.494,01:48:08.504,to a twig if it hits one.,twig hit one
01:48:08.504,01:48:09.189,to a twig if it hits one.,twig hit one
01:48:08.504,01:48:09.189,[music],music
01:48:09.189,01:48:09.199,[music],music
